avg,mapped_wreq,1-48,49-96,97-144,145-192,193-240,241-288,289-336,337-384,385-432,433-480,481-528,529-576,577-624,625-672,673-720,721-768,769-816,817-864,865-912,913-960,961-1008,1009-1056,1057-1104,1105-1152,1153-1200,1201-1248,1249-1296,1297-1344,1345-1392,1393-1440
44,"{""mean"": 44.4, ""bench"": ""chameleon-c6c4954e7213ea"", ""payload"": ""{\""nrow\"": 100, \""ncol\"": 100}""}",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
101,"{""mean"": 100.1, ""bench"": ""pyaes-22afe1151dd1638b89"", ""payload"": ""{\""message_length\"": 15872, \""num_iterations\"": 1}""}",1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0
78,"{""mean"": 77.6, ""bench"": ""json_serdes-b9511188d251"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n2176.json\""}""}",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
185,"{""mean"": 185.0, ""bench"": ""json_serdes-5e5e016ad2a6"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n5632.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0
27,"{""mean"": 27.1, ""bench"": ""chameleon-ac48fff161ac8b"", ""payload"": ""{\""nrow\"": 68, \""ncol\"": 68}""}",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0
39,"{""mean"": 39.0, ""bench"": ""pyaes-eb5eeb2692ad705449"", ""payload"": ""{\""message_length\"": 6144, \""num_iterations\"": 1}""}",1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,"{""mean"": 319.4, ""bench"": ""chameleon-eeb3139bf32dc5"", ""payload"": ""{\""nrow\"": 304, \""ncol\"": 304}""}",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
807,"{""mean"": 807.3, ""bench"": ""chameleon-e1fd5fd55a0f02"", ""payload"": ""{\""nrow\"": 488, \""ncol\"": 488}""}",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,"{""mean"": 99.4, ""bench"": ""new_lr_serving-5bb35e320"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""model_object_key\"": \""lr_model_reviews50mb.pk\"", \""tfidf_vect_object_key\"": \""lr_vectorizer_reviews50mb.pk\"", \""x\"": \""The ambiance is magical. The food and service was nice! The lobster and cheese was to die for and our steaks were cooked perfectly.  \""}""}",1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
93,"{""mean"": 92.7, ""bench"": ""pyaes-19887fa212e1a63b90"", ""payload"": ""{\""message_length\"": 48, \""num_iterations\"": 226}""}",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
527,"{""mean"": 524.6, ""bench"": ""chameleon-051ce101935ff3"", ""payload"": ""{\""nrow\"": 392, \""ncol\"": 392}""}",1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1
260,"{""mean"": 257.4, ""bench"": ""pyaes-0769f5fd6c82cc3191"", ""payload"": ""{\""message_length\"": 560, \""num_iterations\"": 76}""}",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
2935,"{""mean"": 2910.2, ""bench"": ""pyaes-1abd87229ca1fa9fd9"", ""payload"": ""{\""message_length\"": 6592, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,1,0,0,0,0,0,0,0,0,1
902,"{""mean"": 893.5, ""bench"": ""pyaes-8fe94f456dadae6c27"", ""payload"": ""{\""message_length\"": 864, \""num_iterations\"": 176}""}",0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
41,"{""mean"": 41.0, ""bench"": ""json_serdes-6391d6a86064"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""2.json\""}""}",0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
1674,"{""mean"": 1674.4, ""bench"": ""chameleon-6db5cd8b43bad7"", ""payload"": ""{\""nrow\"": 704, \""ncol\"": 704}""}",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,"{""mean"": 65.0, ""bench"": ""new_lr_serving-231155e15"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""model_object_key\"": \""lr_model_reviews20mb.pk\"", \""tfidf_vect_object_key\"": \""lr_vectorizer_reviews20mb.pk\"", \""x\"": \""My favorite cafe. I like going there on weekends, always taking a cafe and some of their pastry before visiting my parents.  \""}""}",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0
315,"{""mean"": 314.3, ""bench"": ""pyaes-52e1973aeee038c41a"", ""payload"": ""{\""message_length\"": 336, \""num_iterations\"": 151}""}",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1
5313,"{""mean"": 5266.7, ""bench"": ""pyaes-7ded116b6333314138"", ""payload"": ""{\""message_length\"": 29696, \""num_iterations\"": 31}""}",0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0
256,"{""mean"": 256.3, ""bench"": ""json_serdes-b4de0d2b5b15"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n7936.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,2,4
190,"{""mean"": 191.7, ""bench"": ""chameleon-9ce0dddd6e471e"", ""payload"": ""{\""nrow\"": 232, \""ncol\"": 232}""}",1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
475,"{""mean"": 470.3, ""bench"": ""pyaes-a1c359ada02ca9b8d5"", ""payload"": ""{\""message_length\"": 336, \""num_iterations\"": 226}""}",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1030,"{""mean"": 1031.8, ""bench"": ""chameleon-c3e12ec7dd6eeb"", ""payload"": ""{\""nrow\"": 552, \""ncol\"": 552}""}",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,"{""mean"": 164.1, ""bench"": ""pyaes-ed7511b8a2c3b12440"", ""payload"": ""{\""message_length\"": 528, \""num_iterations\"": 51}""}",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
218,"{""mean"": 216.1, ""bench"": ""chameleon-6ed55e1932e7ab"", ""payload"": ""{\""nrow\"": 248, \""ncol\"": 248}""}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194,"{""mean"": 193.8, ""bench"": ""pyaes-56aaeac9934c9d1097"", ""payload"": ""{\""message_length\"": 240, \""num_iterations\"": 126}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
947,"{""mean"": 942.6, ""bench"": ""chameleon-12494c681d4610"", ""payload"": ""{\""nrow\"": 528, \""ncol\"": 528}""}",0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
84,"{""mean"": 84.0, ""bench"": ""pyaes-33a6789136aedba281"", ""payload"": ""{\""message_length\"": 528, \""num_iterations\"": 26}""}",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
602,"{""mean"": 596.2, ""bench"": ""pyaes-a973e34872f97e3aac"", ""payload"": ""{\""message_length\"": 1008, \""num_iterations\"": 101}""}",0,0,1,1,1,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"{""mean"": 149.0, ""bench"": ""pyaes-82dc8cbab72f4ddf36"", ""payload"": ""{\""message_length\"": 976, \""num_iterations\"": 26}""}",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,0,0,1
344,"{""mean"": 341.3, ""bench"": ""pyaes-2a4c28a87dfa156e09"", ""payload"": ""{\""message_length\"": 752, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1018,"{""mean"": 1008.1, ""bench"": ""pyaes-b75830ff975b5bab42"", ""payload"": ""{\""message_length\"": 6656, \""num_iterations\"": 26}""}",1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
229,"{""mean"": 230.8, ""bench"": ""chameleon-efdedc26b3cdb4"", ""payload"": ""{\""nrow\"": 256, \""ncol\"": 256}""}",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,"{""mean"": 29.0, ""bench"": ""pyaes-bffec0970e9034a153"", ""payload"": ""{\""message_length\"": 4544, \""num_iterations\"": 1}""}",0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
102,"{""mean"": 102.4, ""bench"": ""json_serdes-cdefb462b209"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n2944.json\""}""}",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
67,"{""mean"": 66.6, ""bench"": ""json_serdes-1109c8561c7e"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n1792.json\""}""}",1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
326,"{""mean"": 327.4, ""bench"": ""json_serdes-8477692692fb"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n10240.json\""}""}",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
8703,"{""mean"": 8658.3, ""bench"": ""pyaes-b5ab16c6c6f08c6022"", ""payload"": ""{\""message_length\"": 29696, \""num_iterations\"": 51}""}",1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0
123,"{""mean"": 124.2, ""bench"": ""chameleon-735d1589b60c31"", ""payload"": ""{\""nrow\"": 184, \""ncol\"": 184}""}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0
332,"{""mean"": 328.8, ""bench"": ""pyaes-aadf7f05cc5c48af57"", ""payload"": ""{\""message_length\"": 352, \""num_iterations\"": 151}""}",0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
62,"{""mean"": 62.1, ""bench"": ""chameleon-2b1f3dd81ea572"", ""payload"": ""{\""nrow\"": 124, \""ncol\"": 124}""}",1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
70,"{""mean"": 69.5, ""bench"": ""pyaes-5805107bd27061d98a"", ""payload"": ""{\""message_length\"": 96, \""num_iterations\"": 101}""}",1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0
103,"{""mean"": 102.4, ""bench"": ""json_serdes-cdefb462b209"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n2944.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
1925,"{""mean"": 1938.0, ""bench"": ""chameleon-3bf9920b79be8f"", ""payload"": ""{\""nrow\"": 760, \""ncol\"": 760}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
476,"{""mean"": 473.6, ""bench"": ""pyaes-7893bd8f2d37078c7a"", ""payload"": ""{\""message_length\"": 624, \""num_iterations\"": 126}""}",0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
108,"{""mean"": 107.0, ""bench"": ""pyaes-1fcaf92cb9fca60728"", ""payload"": ""{\""message_length\"": 160, \""num_iterations\"": 101}""}",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
136,"{""mean"": 135.2, ""bench"": ""cnn_serving_geol-f9eecf9"", ""payload"": ""{\""img_idx\"": 0}""}",0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
323,"{""mean"": 321.1, ""bench"": ""pyaes-e03a12ab512ee73bd7"", ""payload"": ""{\""message_length\"": 704, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1
625,"{""mean"": 620.1, ""bench"": ""pyaes-441daaf29a5c72b501"", ""payload"": ""{\""message_length\"": 4096, \""num_iterations\"": 26}""}",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
236,"{""mean"": 234.2, ""bench"": ""pyaes-3cf2febf39f5ade173"", ""payload"": ""{\""message_length\"": 208, \""num_iterations\"": 176}""}",0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0
187,"{""mean"": 186.3, ""bench"": ""pyaes-c8f0f5afed57b5b643"", ""payload"": ""{\""message_length\"": 160, \""num_iterations\"": 176}""}",0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0
2758,"{""mean"": 2741.1, ""bench"": ""pyaes-1d211d28ec9182010d"", ""payload"": ""{\""message_length\"": 6208, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,0
67890,"{""mean"": 20802.8, ""bench"": ""lr_training-76dbbdb25bea"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""dataset_object_key\"": \""reviews50mb.csv\""}""}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
153,"{""mean"": 151.5, ""bench"": ""pyaes-af7bdfdea42611da8f"", ""payload"": ""{\""message_length\"": 320, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
144,"{""mean"": 143.5, ""bench"": ""pyaes-5ca279ef78d3ecedab"", ""payload"": ""{\""message_length\"": 304, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
466,"{""mean"": 469.2, ""bench"": ""json_serdes-b0be75f6222a"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n14848.json\""}""}",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
2448,"{""mean"": 2428.3, ""bench"": ""pyaes-62ef30f9527081fa6c"", ""payload"": ""{\""message_length\"": 8192, \""num_iterations\"": 51}""}",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
66,"{""mean"": 66.6, ""bench"": ""json_serdes-1109c8561c7e"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n1792.json\""}""}",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
61,"{""mean"": 60.6, ""bench"": ""chameleon-51e0e775314fbc"", ""payload"": ""{\""nrow\"": 120, \""ncol\"": 120}""}",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"{""mean"": 82.1, ""bench"": ""matmul_fb-92dac46928268e"", ""payload"": ""{\""N\"": 392, \""M\"": 392}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
64453,"{""mean"": 20802.8, ""bench"": ""lr_training-76dbbdb25bea"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""dataset_object_key\"": \""reviews50mb.csv\""}""}",0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1435,"{""mean"": 1443.3, ""bench"": ""chameleon-336b0d74e678b1"", ""payload"": ""{\""nrow\"": 656, \""ncol\"": 656}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
417,"{""mean"": 413.5, ""bench"": ""pyaes-6bd80f9df4bcff7cc4"", ""payload"": ""{\""message_length\"": 928, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
255,"{""mean"": 256.3, ""bench"": ""json_serdes-b4de0d2b5b15"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n7936.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
6192,"{""mean"": 6160.4, ""bench"": ""pyaes-769b6320d1672460ad"", ""payload"": ""{\""message_length\"": 20992, \""num_iterations\"": 51}""}",0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
722,"{""mean"": 728.7, ""bench"": ""chameleon-ef70f02f209686"", ""payload"": ""{\""nrow\"": 464, \""ncol\"": 464}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
115,"{""mean"": 114.2, ""bench"": ""json_serdes-148c0c9713b4"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n3328.json\""}""}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,"{""mean"": 728.7, ""bench"": ""chameleon-ef70f02f209686"", ""payload"": ""{\""nrow\"": 464, \""ncol\"": 464}""}",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,"{""mean"": 248.0, ""bench"": ""pyaes-38b7fbcb6d0b1e303a"", ""payload"": ""{\""message_length\"": 400, \""num_iterations\"": 101}""}",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
106,"{""mean"": 105.6, ""bench"": ""chameleon-75bfff6460c525"", ""payload"": ""{\""nrow\"": 168, \""ncol\"": 168}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
113,"{""mean"": 112.6, ""bench"": ""pyaes-650c9a116403730571"", ""payload"": ""{\""message_length\"": 720, \""num_iterations\"": 26}""}",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"{""mean"": 167.0, ""bench"": ""chameleon-83fbfc1b3862b6"", ""payload"": ""{\""nrow\"": 216, \""ncol\"": 216}""}",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
275,"{""mean"": 272.9, ""bench"": ""chameleon-61ea3a2d41e6e4"", ""payload"": ""{\""nrow\"": 280, \""ncol\"": 280}""}",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
706,"{""mean"": 706.3, ""bench"": ""chameleon-33734646b79746"", ""payload"": ""{\""nrow\"": 456, \""ncol\"": 456}""}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
327,"{""mean"": 327.4, ""bench"": ""json_serdes-8477692692fb"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n10240.json\""}""}",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1090,"{""mean"": 1091.4, ""bench"": ""chameleon-ce9cc4f327d1f6"", ""payload"": ""{\""nrow\"": 568, \""ncol\"": 568}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
128,"{""mean"": 127.0, ""bench"": ""pyaes-589d7b6cecf98c4c8a"", ""payload"": ""{\""message_length\"": 64, \""num_iterations\"": 251}""}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
4516,"{""mean"": 4479.2, ""bench"": ""pyaes-45e19c6668d2bb07b6"", ""payload"": ""{\""message_length\"": 18944, \""num_iterations\"": 41}""}",1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
997,"{""mean"": 1002.2, ""bench"": ""video_processing-3d4bd40"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""vid_name\"": \""big_buck_bunny_480p_1mb.mp4\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
638,"{""mean"": 636.6, ""bench"": ""chameleon-606ebe5de9d9e9"", ""payload"": ""{\""nrow\"": 432, \""ncol\"": 432}""}",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
97,"{""mean"": 96.2, ""bench"": ""chameleon-5ffa52069c1f84"", ""payload"": ""{\""nrow\"": 160, \""ncol\"": 160}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
414,"{""mean"": 410.9, ""bench"": ""pyaes-0d57b32c43cd2b90ac"", ""payload"": ""{\""message_length\"": 2752, \""num_iterations\"": 26}""}",0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,"{""mean"": 2794.1, ""bench"": ""chameleon-c61856413a5b40"", ""payload"": ""{\""nrow\"": 912, \""ncol\"": 912}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0
2445,"{""mean"": 2420.8, ""bench"": ""pyaes-0dc455a254392d9922"", ""payload"": ""{\""message_length\"": 19968, \""num_iterations\"": 21}""}",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
146,"{""mean"": 146.3, ""bench"": ""chameleon-092b841af2ffcd"", ""payload"": ""{\""nrow\"": 200, \""ncol\"": 200}""}",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1088,"{""mean"": 1091.4, ""bench"": ""chameleon-ce9cc4f327d1f6"", ""payload"": ""{\""nrow\"": 568, \""ncol\"": 568}""}",0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
6539,"{""mean"": 6547.2, ""bench"": ""chameleon-f59c39dc57188c"", ""payload"": ""{\""nrow\"": 1408, \""ncol\"": 1408}""}",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
121,"{""mean"": 120.0, ""bench"": ""pyaes-9a5bcf59b99373c38a"", ""payload"": ""{\""message_length\"": 80, \""num_iterations\"": 201}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
923,"{""mean"": 917.5, ""bench"": ""pyaes-b5de45aa3ad8c170b0"", ""payload"": ""{\""message_length\"": 14336, \""num_iterations\"": 11}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,2,1
114,"{""mean"": 114.2, ""bench"": ""json_serdes-148c0c9713b4"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n3328.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1
137,"{""mean"": 136.9, ""bench"": ""pyaes-fb46d0a4dd72bee359"", ""payload"": ""{\""message_length\"": 288, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
802,"{""mean"": 807.3, ""bench"": ""chameleon-e1fd5fd55a0f02"", ""payload"": ""{\""nrow\"": 488, \""ncol\"": 488}""}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
